Source,Target,Score
pdb8yn3_R_0701_HSM.pdb,pdb3rmn_H_0001_M41.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2aep_A_0702_GLC.pdb,0.57
pdb8yn3_R_0701_HSM.pdb,pdb6rjr_A_0601_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8g5u_A_0501_9VG.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sgs_A_0803_IYN.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3s8f_A_0801_HAS.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4oqd_A_0301_QDM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sh3_A_0803_J2L.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4rvu_A_0401_NDP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4pyt_A_0401_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8xjm_R_0601_7WT.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6iuf_A_0101_ACO.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7nti_A_1008_UWZ.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3sdx_A_0601_GCY.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb7t2g_R_0501_EIG.pdb,0.73
pdb8yn3_R_0701_HSM.pdb,pdb8gn1_x_0801_PL9.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6t4i_A_0602_4F1.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6g0g_A_0204_SAS.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb2rhy_A_0001_MLZ.pdb,0.57
pdb8yn3_R_0701_HSM.pdb,pdb3g0g_A_0800_RUM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1veb_A_0351_I05.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb8e19_A_0501_U8L.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8dv7_A_0601_TXK.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5ebt_A_1402_5N8.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5ftv_A_1294_KDT.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3epx_A_1002_IMQ.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7awg_A_0605_S6Q.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8jxr_A_0401_7LD.pdb,0.91
pdb8yn3_R_0701_HSM.pdb,pdb9j7o_A_0701_R16.pdb,0.56
pdb8yn3_R_0701_HSM.pdb,pdb7ym8_A_0501_J5C.pdb,0.91
pdb8yn3_R_0701_HSM.pdb,pdb3qtv_H_1001_06P.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6dl9_A_0804_GXD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2y00_A_0601_Y00.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb6a93_A_3001_8NU.pdb,0.73
pdb8yn3_R_0701_HSM.pdb,pdb5c4u_A_0601_4Y7.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3frd_X_0300_DHF.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4m2f_C_0402_GGB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3g1m_A_0217_RF3.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7g4g_A_0901_YNN.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb9b2f_A_0401_NAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4l0c_A_0301_ACY.pdb,0.5
pdb8yn3_R_0701_HSM.pdb,pdb8ase_H_0301_NWR.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5zgc_G_0016_KHB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1e92_A_1289_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6s8n_G_0401_L0W.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5u94_A_0301_G93.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4o0l_A_0300_NDP.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb8k1t_A_0301_ATP.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb8b6j_C_0501_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3cth_A_2001_319.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2y2o_A_1000_EO9.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6ho6_A_0301_GGK.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2jxm_B_0250_HEC.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5a3t_A_1756_MMK.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5nrr_A_0401_96E.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb6thz_A_0501_NB5.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7t1b_A_0802_CTP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4lye_A_0301_HPK.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5fqp_A_1549_GQD.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb8vc5_A_0505_2PE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1j5i_A_0130_NCZ.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4xnu_A_0605_41U.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3ics_A_0556_COA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7e5i_A_0501_HW3.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8ahc_A_0201_M2O.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5z9j_A_0401_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3pds_A_1201_ERC.pdb,0.64
pdb8yn3_R_0701_HSM.pdb,pdb4eh7_A_0402_0OO.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4w57_A_0200_N4B.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2j2m_A_0501_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3dxm_A_0419_N24.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2iok_A_0600_IOK.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8rgj_A_0401_ACP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5e83_C_0203_UNL.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb5z47_A_0144_CSX.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4qwc_A_0405_LTP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6pvi_A_0501_OZ7.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1ro7_C_1001_CSF.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6zv8_H_1001_QQT.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4zzj_A_0702_CNA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4tpp_A_1011_35D.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7vej_A_0604_U2F.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7h80_A_0206_SZB.pdb,0.5
pdb8yn3_R_0701_HSM.pdb,pdb8wyw_A_0701_XFB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5vcj_A_0601_N57.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4k0a_R_0023_1OP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8pns_A_0701_FAD.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb7bpi_A_0803_DZU.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4mk0_A_0702_29X.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb6zcq_A_0701_QFB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1upf_D_0999_URF.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb6hps_A_0601_GKH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8viq_A_0301_ANP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3dzv_A_0500_ADP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8ckd_A_0601_Y4H.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb9fds_A_0408_3TE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2zhw_H_0501_12U.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sju_A_0803_K4U.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8v6r_A_0301_AR6.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8w0z_A_0501_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sho_A_0803_JIC.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8w9m_C_0701_ATP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3nwy_B_0263_UDP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5ih3_A_0501_SAH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8ugb_A_0904_ZUD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5cjt_A_1103_CO6.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4y4u_A_0404_46V.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb7fvm_A_1901_ZP5.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sgj_A_0803_IXI.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3ovq_A_0230_5RP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7mwz_B_0401_4UR.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5vvx_B_0101_NAG.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3l72_C_2001_IKR.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb3ai3_A_0270_NDP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5skm_A_0803_KHI.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6oo3_A_1001_6EU.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2ziq_H_0701_26U.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8vsi_B_0702_AOV.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7fai_A_0501_XJ3.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6pxs_A_0401_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5hsa_A_0701_FAS.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4ise_A_0501_1FW.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6x5y_A_0501_URJ.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5c55_A_0401_PYR.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb6wy8_B_0401_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6onr_A_0202_N0D.pdb,0.5
pdb8yn3_R_0701_HSM.pdb,pdb4jzz_R_0023_U2X.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7l3i_A_0203_3H0.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3fpk_A_0301_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5drq_A_0303_5EM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6oii_A_0202_ACD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6h7n_A_0401_FVK.pdb,0.91
pdb8yn3_R_0701_HSM.pdb,pdb5h1z_A_0501_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5gtl_A_0503_NDP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2wxi_A_1500_S30.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3qto_H_1001_10P.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3n2k_B_0700_K2N.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1jvn_A_0083_143.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5oq9_A_0062_VYA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7ylo_A_0401_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8yn9_R_0701_HSM.pdb,0.88
pdb8yn3_R_0701_HSM.pdb,pdb2i80_A_0400_G1L.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4omf_G_0301_SF4.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3zu3_A_1400_NAI.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5uuu_A_0601_QRW.pdb,0.64
pdb8yn3_R_0701_HSM.pdb,pdb5tw2_A_0305_7LP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7hh7_B_0103_LJR.pdb,0.5
pdb8yn3_R_0701_HSM.pdb,pdb8sgs_A_1002_COA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8qjz_A_0303_LP5.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8evy_B_0405_ATP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3ctq_A_0001_337.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7xjh_R_0401_5FW.pdb,0.82
pdb8yn3_R_0701_HSM.pdb,pdb7ar5_A_0300_CSO.pdb,0.5
pdb8yn3_R_0701_HSM.pdb,pdb3ea4_A_0696_FAB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2j4j_F_0227_4TC.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5eso_C_0605_TPP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1qo8_A_0601_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5wiu_A_1201_AQD.pdb,0.91
pdb8yn3_R_0701_HSM.pdb,pdb3ra7_L_3123_DOG.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6zux_H_1001_QQE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2nox_A_0500_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7dhi_R_0401_68H.pdb,0.73
pdb8yn3_R_0701_HSM.pdb,pdb2efj_A_0501_SAH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8x9t_R_0901_YNH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8kci_A_1601_ATP.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb1ef9_A_0270_2CP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6pet_A_0601_ODY.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1qjx_1_7002_W02.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6zh7_A_0702_STE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2ou3_A_0163_I3A.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8xw9_A_0606_UDP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8cm6_A_1103_MGD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4ud9_H_1257_FQI.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8pux_A_0501_B3F.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4c6z_A_1420_TLE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8i2g_R_0701_CLR.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6gk0_A_0515_F1W.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb4njo_A_0401_NAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4qpn_A_0301_SAH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5tn9_A_0601_7EC.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6dhd_A_0602_NAI.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb3hxz_A_0442_A5A.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6ukx_A_0401_QBA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6ba7_A_0802_D1Y.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1hqu_A_0561_HBY.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb9bp5_A_1208_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3skh_A_0577_058.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4imf_A_0301_SI3.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4deg_A_1401_0JJ.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5k9r_A_0803_6RC.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5kot_A_0402_6VU.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3rzn_A_0210_CIS.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8u8a_B_2601_0LI.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5j5l_A_0201_ACD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7ujf_B_0601_R3V.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5bvw_A_1009_1N1.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2y7h_B_0530_SAM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5wki_D_0308_D3D.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8s1t_A_0501_4KX.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7z16_I_1002_ANP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5ucd_A_0501_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4u2l_A_0604_SFD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sk1_A_0804_IKE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7lx0_G_6001_LMT.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb5f04_A_0301_5TB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6hoe_A_0301_GH2.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8iw6_A_0401_1SM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7vr4_A_0401_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5d79_A_0603_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8ygl_X_0101_SPO.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7qw9_A_0401_STE.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb7tx0_A_0201_AR6.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1t46_A_0003_STI.pdb,0.64
pdb8yn3_R_0701_HSM.pdb,pdb7jid_A_0302_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5cxy_A_0411_55T.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7z3e_B_0201_FNR.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5mtr_A_0302_XT0.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6pqs_A_0502_4MA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8bic_A_0401_SAH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7hky_A_1012_UV7.pdb,0.67
pdb8yn3_R_0701_HSM.pdb,pdb4rx7_A_0703_3YV.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8yxb_A_0601_9F2.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8efo_R_0401_8QY.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb2ye6_A_1224_2AE.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb9cbm_R_0501_CZX.pdb,0.73
pdb8yn3_R_0701_HSM.pdb,pdb7qsm_M_0601_3PE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5tw5_A_0306_7LM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6xz9_A_0602_O4W.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb6bqh_A_1201_E2J.pdb,0.73
pdb8yn3_R_0701_HSM.pdb,pdb7q1u_A_0603_HD6.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8bcj_A_0302_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7zkp_b_0501_T7X.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4ww2_C_0303_JLS.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5set_A_0803_IH8.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8jj8_F_0501_H98.pdb,0.82
pdb8yn3_R_0701_HSM.pdb,pdb4lnb_B_0603_ED5.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4r70_A_0900_BLA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1bm6_A_0003_MSB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5oei_A_0401_OOG.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3byu_A_0001_AM6.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb8blo_A_1004_LMN.pdb,0.57
pdb8yn3_R_0701_HSM.pdb,pdb5tr4_B_0101_61T.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4gu5_A_0602_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4hgc_I_0005_NLY.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8ai7_F_0612_M8X.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5acc_A_1546_KE9.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8cqi_A_0605_VGO.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1dkf_B_0600_BMS.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4mm9_A_0603_FVX.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb3oe4_A_0223_610.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2rb2_X_1001_263.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb2uz1_A_1556_TPP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3v1y_O_0401_NAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb1s6q_A_0701_TPB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2dc3_A_0191_HEM.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5ycs_A_0502_TCL.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5x20_A_0401_NAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4otr_A_0701_2V3.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7ppy_A_0501_7ZH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6ufn_A_0701_Q6M.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5ene_A_1501_5Q8.pdb,0.56
pdb8yn3_R_0701_HSM.pdb,pdb5cs3_B_0301_EP1.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb5csh_A_0401_54E.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8qfs_C_0402_GTP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4xtx_A_0301_590.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5se6_A_0803_IEB.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5xmx_A_0900_89L.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4n25_A_0701_MRD.pdb,0.5
pdb8yn3_R_0701_HSM.pdb,pdb2a2d_A_0461_ANP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7lkq_A_0701_C2E.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb6v0x_A_0301_B49.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5dx1_A_0501_SFG.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3kmt_A_0120_SAH.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb4wbo_A_0601_ANW.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2g27_A_0804_4LG.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7a7b_A_0401_FAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5sid_A_0803_JO6.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6n9p_A_0701_KHD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2j3i_A_0350_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7z54_A_0607_OYT.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3nwb_A_0226_659.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2wc1_A_0183_FMN.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5oit_B_0301_9WH.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6cdy_A_0501_EY1.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7v0h_A_0301_NAP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb2cfk_A_1631_R5A.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7ctv_A_0702_ANP.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4v1k_A_1625_2PE.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb7u5z_A_0601_LE8.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb4qkx_A_1403_35V.pdb,0.82
pdb8yn3_R_0701_HSM.pdb,pdb8efb_R_0500_WH2.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb6we2_A_1901_XBA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6x4e_A_0601_UMV.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5y6q_C_0802_MCN.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7cqm_A_0314_79M.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3en1_A_0457_MBN.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb6vta_A_0302_AKN.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb8g6e_L_0301_YRE.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb7qoz_A_0401_NAD.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5se3_A_0803_ICK.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb5dyb_A_0900_5K2.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb3lj2_A_0001_IZA.pdb,0.45
pdb8yn3_R_0701_HSM.pdb,pdb6fp4_A_0604_E1T.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb4mnc_A_0401_173.pdb,0.55
pdb8yn3_R_0701_HSM.pdb,pdb7fp4_B_0401_WDN.pdb,0.44
pdb8yn3_R_0701_HSM.pdb,pdb6c8r_A_0401_SAH.pdb,0.45
